Control_ct,Control_hsat3,Control_hsat1,Control_mon,Control_hsat2,Control_dhor,Control_hsat5,Control_hsat4,Control_gsat,H3K9me3_ct,H3K9me3_hsat3,H3K9me3_hsat1,H3K9me3_mon,H3K9me3_hsat2,H3K9me3_dhor,H3K9me3_hsat5,H3K9me3_hsat4,H3K9me3_gsat
0.28842330632416674,0.3954858142032222,0.35514683924153245,0.34684319916371376,0.3033690716949818,0.17439238677948024,0.508166719363339,0.32901179771123795,0.1787761059986001,0.2632010559862167,0.3994783739486215,0.37045948044520016,0.37688078626296373,0.31373778119999424,0.13458103725659756,0.41973182309362067,0.405022606836368,0.17609336006727772
0.30670176481435896,0.3900854704415253,0.3093578415987486,0.333328532135331,0.2316906417398636,0.369768843827023,0.38100331410562266,0.30731631681643173,0.1802956312292301,0.29391140777698593,0.41789103239355724,0.32704276606730615,0.3737321094304204,0.29602524266269076,0.2821366854925057,0.25945390651686145,0.3399146365741047,0.17782304988054162
0.3108443548637714,0.3868215787660871,0.3567014051981904,0.30925180188272716,0.27696635009878684,0.3760877936329843,0.28996438925708773,0.3074498502984566,0.1640949544178425,0.2829589678180633,0.4274283279745898,0.35476177385177593,0.36314545555804356,0.3354935931826777,0.28057891538649343,0.1869497087680987,0.4219631699244495,0.16894867426156354
0.2804187937308309,0.3799492008009735,0.3236315700173682,0.31838769841765197,0.31817880189969444,0.2605744087983562,0.28360154875439886,0.3048449609250136,0.23820954015034365,0.26562473989052443,0.3194495272835819,0.2954953215490951,0.36113290688817,0.437443963363698,0.23642577155813368,0.21855221337281103,0.3946155423059565,0.20539537619465853
0.30582940337024017,0.3727010442904627,0.3430688996433796,0.33369405669770325,0.31435219611453397,0.3859420125945139,0.3295833374189392,0.28163799577055165,0.1833312261001598,0.2939566466128199,0.39697232823870726,0.3168928017582494,0.36421834970299427,0.381736950389574,0.3729800467959843,0.20573229402117194,0.3963086255806534,0.24807226114100703
0.2850882805404436,0.2666766548075049,0.2995581761068881,0.3066730411106064,0.3196268782849309,0.32886734408219254,0.3395058884265731,0.28803869308027696,0.18533701674451963,0.2810255998929118,0.34499574685917644,0.24112123216755732,0.33823128519377277,0.279118644227712,0.24363053664860498,0.22270831877004876,0.37844632052084526,0.17924908400318634
0.2931971641477161,0.28354512974217555,0.3273825497493714,0.2828524311391226,0.33727519839884457,0.3768432377950084,0.33701538521632224,0.27598423111050324,0.20679230717644767,0.30934931007287375,0.3305357828332656,0.25627221258591254,0.3079721823892035,0.3202809507169039,0.27258648188042456,0.23588857778213157,0.4034195262029171,0.16318949843629352
0.3133901647588567,0.39494412966266584,0.337483652611102,0.2997757793746204,0.3086763399381739,0.31512555969109035,0.3884483348252314,0.2958644389593303,0.2554523388287473,0.3417324042702992,0.47742568933266877,0.28034303902132385,0.3219716861705344,0.3774891907074412,0.19491034353885311,0.2526202421333655,0.3662962814536201,0.2058135937019704
0.3011710618584142,0.45314546503054187,0.31908584268247564,0.2964089006894479,0.30646973284360174,0.19532878469789391,0.34505554301014296,0.30666975488567966,0.20939795305571532,0.29350077293558713,0.5816752491115573,0.2887640487118121,0.32627844816530427,0.3054977436752224,0.13468754336380293,0.2560323451541489,0.39224322403005024,0.2062595047217426
0.3047161430702374,0.4610894648132286,0.3285571615493966,0.3138668924540476,0.29989606786228085,0.3873833442656174,0.2907521737521917,0.2920151626272764,0.29189757588644916,0.2931819471770008,0.6282668653473324,0.32710237682519,0.34193078233484525,0.37836611745279713,0.2687545181835932,0.23402972724525717,0.35842530434089304,0.27839441845194773
0.2818138630586098,0.24970512388103347,0.3326754214411977,0.33055483143083175,0.24660365943252519,0.37142672189752707,0.2905515296555401,0.315436812085103,0.2613704645692251,0.2570081121242171,0.2517747702628016,0.33743259784856167,0.3721347534995331,0.29007563753785726,0.36040445252801706,0.18039512814283215,0.3475956206785904,0.2445924685667203
0.27624018189183913,0.24236184429384502,0.36013160865362925,0.34539153905545,0.2687020834207675,0.3713676123641989,0.2712018881044241,0.2983667835140966,0.26319515984044123,0.26126925150139874,0.24164784134828457,0.429188281449433,0.3725925804176494,0.2976368477873919,0.44631898882598064,0.21177832331681468,0.42007655425771495,0.25795320069298144
0.32771212353487456,0.22674002507737648,0.3792047966664311,0.3319679606921949,0.31506032144114177,0.38506457203075,0.27327299960969864,0.30701099832534634,0.2700704017905513,0.3141654790168312,0.2183977292829833,0.34953585712682617,0.3453607241809087,0.3898945237474857,0.38116318636773233,0.19268941015701316,0.4044757498186852,0.2216728253583552
0.3301770959943144,0.339215263145089,0.34030550413531946,0.3419568523671186,0.3380965476734538,0.21406829345998984,0.3681634659837025,0.27427508145885116,0.1997220853450663,0.3265908224647068,0.36452161545878303,0.386203193291963,0.34728782597372737,0.3975012283380507,0.21268838656627315,0.2986510378195303,0.3365664660468861,0.16107595552105286
0.3234027220181799,0.41206446554290377,0.3489115142921265,0.34790875412705224,0.3064073702709405,0.3325044272097399,0.3357305830504912,0.2559066816516167,0.2525438507717609,0.33712702578674913,0.44232908036765595,0.3588920141462816,0.36546081648647877,0.33803128025498475,0.27699910481302487,0.29590033400652027,0.3467611200957887,0.15311088679118262
0.3247556405253905,0.4244197527060468,0.3787368084300885,0.33961915105168294,0.3142183035050799,0.3435868662003799,0.35350567770389996,0.30353895449768326,0.20981774428403402,0.3062953914463367,0.4854325159660632,0.31688611799644584,0.3592753769196452,0.3924410745682986,0.30698609696720797,0.26879386447615944,0.4023879432542438,0.1795886687413874
0.29843251595190445,0.20924145492146604,0.36744572993129165,0.3265084104550753,0.33042633310322356,0.3595184272142292,0.3432907159878534,0.30366007894703223,0.15562379562091816,0.2711825532998011,0.2527160426181507,0.32322224020797274,0.37054878188255697,0.4348372451096975,0.2672911775873075,0.2950990757257128,0.3608497066911833,0.14409880554066887
0.30024771849297793,0.28712160609604365,0.4065031933993979,0.31808561733796814,0.35185398700490383,0.3459629665525115,0.3663579990136566,0.2737034145176131,0.24608633398959176,0.27785324309758774,0.2192111471446824,0.3254892479249542,0.3232183730790264,0.4221370589902451,0.3191824755705634,0.3199343066908823,0.3911787291670201,0.23389175816985652
0.311400417777668,0.3270199304426694,0.3336396670977597,0.34453920931007465,0.2724942951222283,0.37630923132902955,0.45489045966950997,0.2874677096086528,0.20219375397727365,0.29026986675682515,0.33519055783022805,0.3414673104872866,0.3828434447949371,0.4392335354643771,0.32518275186801116,0.42327216186871053,0.345888794894345,0.18875496436593267
0.3141085043931237,0.30389654167803604,0.3792912660211374,0.3304395489937048,0.31051139059931604,0.3559654238976559,0.5572068282960395,0.2992723071558153,0.21751059107080187,0.2982634279280297,0.3122632118583443,0.3597670402770221,0.36727613179362467,0.45394962447937187,0.25841850726927545,0.5660684619233037,0.361495554022456,0.1693540778306149
0.3121700564132601,0.2987319325771738,0.3562566976300954,0.33299963404788663,0.33207946052803655,0.35339692040573695,0.5598758617714791,0.2537358596947028,0.25819582255653695,0.29762376990973904,0.31395875489540104,0.3585149435775442,0.3671916807634659,0.4201824240231309,0.29074896349612744,0.4451390419952736,0.31092064167500755,0.18839805004109922
0.34111773310933324,0.19233187842387015,0.35899849691376123,0.3282909721478709,0.3458034080639291,0.3722035371922837,0.3739376905578416,0.292864925580792,0.22842445228441519,0.30699483735699407,0.2619039050496522,0.4854955487602026,0.37449023199228393,0.3700350768749102,0.3009699176762274,0.4578513112094911,0.3392077572839566,0.21323495401344064
0.309434287907272,0.29931051370985234,0.3441833508728427,0.310130306853961,0.32389112282313104,0.37468118484391233,0.3180301362673967,0.2872159544582365,0.2624253079039744,0.27631246028457973,0.34831481977121304,0.5855416827476394,0.335325561919896,0.38694704402218005,0.2510294710129363,0.38446075454001044,0.39051964000430545,0.24110909745033504
0.32193860483608555,0.2471742216402582,0.3639488075462279,0.3263826161410827,0.32412665102299093,0.35800376472391693,0.3404435222567585,0.3146230002545537,0.19343984523853938,0.28687820541030323,0.2437483647258696,0.6108708633567485,0.3543126939870124,0.4127510041663817,0.287941684157294,0.39448191836068264,0.35153811038746113,0.15598399783564731
0.2974317547302489,0.22290877261977302,0.3902455329030951,0.31233171073967914,0.2991243548672612,0.38449770447953063,0.4506457414565283,0.31506425813610034,0.250076885404913,0.28820075005640206,0.2152882600758771,0.5177265768267475,0.35093465054233663,0.377968538037364,0.29600765795836054,0.5549420194757261,0.31561006637095734,0.2005244098886518
0.30899071177889703,0.21703368590342553,0.34859236207767974,0.3133453989134788,0.34036979045554855,0.37297634412680164,0.5618065566844058,0.29290689474222137,0.19868012316005154,0.30448504854767217,0.21274017884148647,0.3744945645841596,0.3363149856054245,0.3583220447274719,0.3117193699869773,0.5434573985509971,0.36274952788207904,0.17071846074486507
0.32074227975210795,0.17370040705231218,0.3903224888745639,0.31781206104960885,0.3648212132937898,0.3899830301930926,0.4413530735648379,0.28623367994854293,0.19579126413475165,0.3002666795997685,0.14103036540365413,0.43046306802831297,0.3544518155200143,0.35732386784767184,0.33279449194986355,0.5874448989384367,0.34859835495320335,0.18715985974336286
0.29127111687937596,0.17924190066659484,0.3661074204905564,0.31060671913125654,0.35545488932616914,0.3650474697976723,0.4765327149353213,0.29504132701367763,0.2842302571484362,0.260571547453409,0.16522393385832607,0.37670119884781705,0.35686401019429986,0.2922498519667929,0.2813059419880191,0.6167982283462758,0.3618657310321717,0.23061686130606102
0.30101970565375125,0.18414941873537552,0.36871299942477687,0.311705037909688,0.36596982647140863,0.33505084230963667,0.3541026407372177,0.3252845789909152,0.3161167383201046,0.2664547923237643,0.16993657184546296,0.376645529199997,0.36422911036772776,0.3646818291520291,0.26098449567064136,0.43814505915189866,0.34018895040855157,0.22981456296398747
0.306733314285775,0.21170239907711105,0.36406912167627026,0.31819498618811054,0.33298500983594076,0.3502253860593217,0.35373819661633493,0.3179847157781446,0.3026982199725188,0.2768711528700989,0.1910573860610783,0.38083689810799026,0.3561014122260541,0.3967134658632621,0.302340403677149,0.43658599536177645,0.35076768954221144,0.22251777926341745
0.31742086579058193,0.0783985660539206,0.340607795375343,0.3260358000394751,0.35358326841208565,0.3460005940547075,0.43138445960821226,0.263276919487695,0.21346541213541045,0.29398289620930923,0.0501375617548869,0.31451447874302463,0.32551222077286657,0.3360585877528969,0.26120946821042756,0.614359332907823,0.34626872218946253,0.22059043507065182
0.29443991362021676,0.13246330481914684,0.32759269628600546,0.31734842295020804,0.3126049078657671,0.33897791080703177,0.3984020752444149,0.3123570040287126,0.2085162360511623,0.28189943863617256,0.1523745972501169,0.28202450497563497,0.3317505296762328,0.2975268479076989,0.28021768556433685,0.6082837601231449,0.35189382600597574,0.20734185069927552
0.2797664948646238,0.1747227453066165,0.35917379398195853,0.32877992195426925,0.32975179640061814,0.36367464601481575,0.3760715948687296,0.24824008297711336,0.2601219030891652,0.249954360372311,0.19765697296914062,0.3855756363874623,0.35487552320911936,0.3586317371760802,0.29818634648011305,0.629312243616919,0.2960531356408594,0.23918678654308556
0.29878382648870294,0.1501111526733514,0.3849417474533322,0.3501091280168919,0.3068207125609574,0.38102832428778666,0.40339618244578773,0.29236392221157786,0.2621865466339622,0.27361772143824914,0.1892628783910883,0.4091127955633196,0.3586123491192215,0.3772676820994778,0.30078114376800724,0.7398933962012799,0.3363496706389757,0.2437303620727075
0.27686371416380723,0.15347510264904343,0.32977179881682267,0.3573187187694915,0.3694244597032221,0.3289489643302763,0.3587640930693536,0.35229848635786576,0.20516399718597675,0.25655002723450787,0.1917493942360278,0.30235130679418426,0.356388978831357,0.3360387538319475,0.27507336397039067,0.6531402926853478,0.30555089555849374,0.18401895979100374
0.3172358962297955,0.13310611311270315,0.3337554796934296,0.311979086668015,0.33700105346183945,0.32832265743332256,0.42510665211000503,0.3431182094698079,0.2570010892064669,0.2902846264290342,0.17483063049957945,0.32781022821061406,0.33875827470820513,0.3314312798743855,0.1932624917028076,0.8668634377014554,0.31775539780298984,0.22012460076176182
0.3117984245531499,0.1133668369356603,0.20787099261540487,0.3121617940498361,0.3315647725155258,0.3503511935875472,0.3762108917520726,0.36124159454285454,0.2229892136258317,0.2974529595506062,0.10796740138932973,0.20564538971357563,0.34541914360946263,0.34650251057045234,0.27123162394983086,0.8274884240716818,0.35826874069813985,0.22077356052215372
0.3276014476525955,0.1635400732407022,0.2159622616950165,0.3413909105403058,0.3874832292591476,0.3604010835715011,0.3500680113322677,0.24771487321355304,0.2363543110504186,0.32493140544892046,0.1618278804145329,0.27498122737204483,0.3620734201670786,0.3700977254301264,0.27677019061829217,0.6846416388200753,0.34183749124352086,0.21768161725946916
0.2891045011575751,0.2246816841248132,0.24374466547223084,0.3588598453821431,0.31268339520595895,0.3858450725114221,0.33000984426729885,0.27589564669552524,0.21793889245583647,0.2812568869462606,0.28180674592897653,0.2532256155914579,0.36578606693460575,0.34507113914751253,0.31799561293790196,0.4523528388372964,0.412954113710346,0.20397015879431285
0.3052810400747446,0.18650337198768702,0.34219220493396263,0.3515272851335017,0.3424284006222451,0.3632526446961122,0.40266062284483356,0.2078034785704983,0.24273041187825384,0.31111014257360553,0.19198960099973567,0.3161333051354097,0.37025033462113915,0.34231011130215067,0.2609954539936212,0.5854232771517113,0.2939051407965645,0.23223530952988586
0.3169737465796968,0.20269029101415648,0.3332960477072608,0.3308852965611392,0.3286074976311217,0.4017770059937849,0.3327005225623768,0.2852376489173288,0.2379465575166126,0.31283840345766256,0.19702871539233088,0.33509423419733575,0.33693833061316286,0.48310786147008744,0.27278046475992224,0.5433634759399156,0.34031442531422373,0.20060114871756238
0.29593719787201844,0.21920849759329017,0.3505172572852729,0.3398764104057478,0.35694736905869756,0.36244338689936123,0.33543331734016135,0.271029950485534,0.24154259525507782,0.27756190143228554,0.23435008379877226,0.4038838276038238,0.3486072901404479,0.43406690423554944,0.29398185500229723,0.5748586645168873,0.3117434092348906,0.250867949277767
0.30597638469735255,0.4662193640799065,0.40031003439386625,0.3414301270822025,0.2989564554935257,0.3262203671517948,0.31781300736014656,0.304636729103373,0.21059600719981172,0.2625262783402293,0.5045477727810377,0.43018673101731253,0.3599450301591609,0.3165853450380259,0.2573448861164673,0.6058455263232085,0.3501258623738737,0.2757786362475027
0.29174684624809344,0.43914553227345104,0.3775907627218794,0.32573601334751084,0.3180615574475863,0.34464728532819633,0.3029280728262726,0.31712419053921975,0.21948657316627984,0.26547375194514256,0.4484340040374724,0.37091442649500406,0.36276236571478143,0.32452573292156645,0.27185160842555117,0.44521564150136406,0.31179851193273295,0.2539826493086811
0.31864870523447836,0.15565415399292443,0.37552060917107716,0.34172526433262385,0.31944543192845054,0.38010067303943756,0.007928611900884643,0.29937872268047194,0.24198466881542155,0.2974752299323267,0.1591221869003128,0.401758205414812,0.3835640117544802,0.29680116903690495,0.2793461604356693,0.0050487494547012774,0.34964286986051984,0.23961360754711433
0.3387914135972637,0.20779968659929188,0.4003174196873626,0.33274794647341405,0.3594597197295019,0.3706297886409904,0.20494184827359424,0.33118723583205567,0.20720176266132204,0.3003484112400398,0.2446485875314223,0.37644781842142927,0.37942118899809707,0.35370806431712615,0.21908401895301782,0.2617626387040181,0.37611734342176845,0.20239995331048583
0.3176599838037832,0.1379659900423605,0.36900357831542474,0.3352590495288286,0.2984363234528134,0.3304202428216411,0.30931601704717093,0.3414656272469604,0.2879580124918801,0.290267405238931,0.1551192643865139,0.28176964778064856,0.38157681152858786,0.28391693357887926,0.23403860571686225,0.385893337757466,0.3917426390560603,0.2521889400600416
0.2965337152743873,0.1424629091870026,0.40425730040423546,0.31933794003829014,0.3147905873861809,0.38046966343314365,0.2613049329583763,0.29788100230016834,0.25720205620180575,0.28033741177204,0.15097463771230923,0.3292197170137901,0.3616936325593658,0.25682679420172744,0.2716256746056886,0.27285764177517313,0.3299803206694837,0.2678609976960432
0.3031454318834073,0.12590467504002595,0.39137874347383983,0.32590000466538716,0.32476983429085376,0.3898821898389794,0.352814953234811,0.3523633686503237,0.2825733089719555,0.27943596430256934,0.12497694117317727,0.3406699004740924,0.35372606666680145,0.31468096560896713,0.26706849300726965,0.35129818163104765,0.368238456580738,0.26955581587227645
0.2820756584468273,0.19032554246442893,0.3874520941267916,0.3274217332976671,0.3079900540919166,0.36896427165059315,0.29226661225936307,0.33509998542534364,0.1793613961644684,0.26936024930910857,0.26697953532997304,0.29416660703871833,0.3888088272700609,0.3636396432224954,0.24934601343875845,0.35897847484351714,0.389967242826557,0.21508172392066335
0.30832377075391854,0.1653704037481472,0.30705678409477805,0.3298306564989381,0.2859276664512759,0.35257004992824226,0.3830819627984323,0.33939489768903985,0.17275433657341685,0.2969684057778392,0.18054542133060208,0.27513933692971665,0.38457076506737664,0.384146859528142,0.2779715839468343,0.48276154677374067,0.3353757532265911,0.25282911529357427
0.2939451933751262,0.17601273910166612,0.3604065740038856,0.3421687723485719,0.3464281059799922,0.3987511977879158,0.31304927792320414,0.3286058078173044,0.2269475040539531,0.28557667442962215,0.18311647396432879,0.3106829980740016,0.38550905017411596,0.3982740293078095,0.3368850141195695,0.4159514744222081,0.3765647826436263,0.3564363938423304
0.3154140555269562,0.12487666854373301,0.3520921442989506,0.31459822570053914,0.2795308478548812,0.3994283003547836,0.30650078345351595,0.30435302186192065,0.31271534714679106,0.3009735873854675,0.16888292405514946,0.30099996832317544,0.3596319360851519,0.27813962441673246,0.32326255945411825,0.45854332429451233,0.28020734564058414,0.3917823288563146
0.28765754659211773,0.21349830816629692,0.36061467881005965,0.3217609466573971,0.35804889159966546,0.3687791595927712,0.34638738082740433,0.3385157330916826,0.25270888544210685,0.26902700009732256,0.22960623673182606,0.3207346553349089,0.3507242082322618,0.36831885524958413,0.28730552876227433,0.47301656741885967,0.4295330677323365,0.25731454457956926
0.28682286541223395,0.39547591628060574,0.34270774544609284,0.32791217182650917,0.3653929836004338,0.348396158874062,0.3836242915561694,0.31136828938836303,0.18687852341483197,0.2733696171707878,0.45013489482184726,0.3135406600503889,0.3524777875793001,0.37776353527490625,0.2475174084774722,0.4749940259325392,0.3978244323211841,0.19770392647537224
0.30908972543497676,0.3526395258763621,0.36821941852789836,0.3203580349413838,0.3347651453718427,0.37241262270009495,0.32952568552181843,0.326661332469919,0.18990312365685763,0.29262698310451246,0.38873639675917254,0.2936490960158802,0.35240531854680207,0.30956213674121164,0.3818754660424248,0.4689126345447712,0.4325245517273094,0.1828969515995945
0.31808654367593703,0.1850954879691525,0.3813615130407583,0.32524914813683253,0.32172577536156466,0.3538958053658698,0.35178515000643035,0.27957141279697734,0.2621227923937275,0.29539179547202676,0.17933004772169686,0.27255336500018096,0.3467477231216077,0.33551270074685235,0.258496674422807,0.6136506768589721,0.3626369270168556,0.22916818778340317
0.2885691268126728,0.15960297159949022,0.3716244136768759,0.3163163136345962,0.30458609138889087,0.3466755287262448,0.34727498172917365,0.3615249829676289,0.1878638178756508,0.27273216852123155,0.17145863969934105,0.3083570619662944,0.33677811810233854,0.3588823630735086,0.25765281897802206,0.6147956026966259,0.43897023647244804,0.16459036179141562
0.31123197028721317,0.1683398226067885,0.3557956552657741,0.32594344511870244,0.3135287070243945,0.37332865766906415,0.3170510742075553,0.3689505677494204,0.2078492618822374,0.2878702690740482,0.18885496852738595,0.31365186550087054,0.34732649036817725,0.38762704549249605,0.29614162440210234,0.465167761463761,0.4225526114229806,0.19856580004605007
0.2833138489155031,0.17562274550540813,0.3553136882413643,0.33714909074573707,0.3262201480454929,0.401303452058478,0.31078044704244645,0.3314886914981032,0.22200011319503474,0.2603294519411654,0.19086978820207642,0.302620670145002,0.3425098957006174,0.3225598274708079,0.3104990016957619,0.5489769124963634,0.4172337177912892,0.20871747198390256
